Система нелінійних рівнянь:
  f₁(x₁,x₂) = x₁² + x₂² - 4 = 0
  f₂(x₁,x₂) = x₁·x₂ - 1 = 0

Цільова функція:
  Φ(x₁,x₂) = f₁² + f₂²

Параметри методу:
  X⁰ = (2.0, 1.0)
  ΔX = (0.1, 0.1)
  ε₁ = 1e-06
  ε₂ = 1e-06
  q = 2.0
  p = 2.0

ТРАЄКТОРІЯ СПУСКУ:
----------------------------------------------------------------------
№ кроку    x₁                   x₂                   Φ(X)                
4316       1.9318516526         0.5176380902         1.23e-32            
4317       1.9318516526         0.5176380902         1.23e-32            
4318       1.9318516526         0.5176380902         1.23e-32            
4319       1.9318516526         0.5176380902         1.23e-32            
4320       1.9318516526         0.5176380902         1.23e-32            
4321       1.9318516526         0.5176380902         1.23e-32            
4322       1.9318516526         0.5176380902         1.23e-32            
4323       1.9318516526         0.5176380902         1.23e-32            
4324       1.9318516526         0.5176380902         1.23e-32            
4325       1.9318516526         0.5176380902         1.23e-32            
4326       1.9318516526         0.5176380902         1.23e-32            
4327       1.9318516526         0.5176380902         1.23e-32            
4328       1.9318516526         0.5176380902         1.23e-32            
4329       1.9318516526         0.5176380902         1.23e-32            
4330       1.9318516526         0.5176380902         1.23e-32            
4331       1.9318516526         0.5176380902         1.23e-32            
4332       1.9318516526         0.5176380902         1.23e-32            
4333       1.9318516526         0.5176380902         1.23e-32            
4334       1.9318516526         0.5176380902         1.23e-32            
4335       1.9318516526         0.5176380902         1.23e-32            
4336       1.9318516526         0.5176380902         1.23e-32            
4337       1.9318516526         0.5176380902         1.23e-32            
4338       1.9318516526         0.5176380902         1.23e-32            
4339       1.9318516526         0.5176380902         1.23e-32            
4340       1.9318516526         0.5176380902         1.23e-32            
4341       1.9318516526         0.5176380902         1.23e-32            
4342       1.9318516526         0.5176380902         1.23e-32            
4343       1.9318516526         0.5176380902         1.23e-32            
4344       1.9318516526         0.5176380902         1.23e-32            
4345       1.9318516526         0.5176380902         1.23e-32            
4346       1.9318516526         0.5176380902         1.23e-32            
4347       1.9318516526         0.5176380902         1.23e-32            
4348       1.9318516526         0.5176380902         1.23e-32            
4349       1.9318516526         0.5176380902         1.23e-32            
4350       1.9318516526         0.5176380902         1.23e-32            
4351       1.9318516526         0.5176380902         1.23e-32            
4352       1.9318516526         0.5176380902         1.23e-32            
4353       1.9318516526         0.5176380902         1.23e-32            
4354       1.9318516526         0.5176380902         1.23e-32            
4355       1.9318516526         0.5176380902         1.23e-32            
4356       1.9318516526         0.5176380902         1.23e-32            
4357       1.9318516526         0.5176380902         1.23e-32            
4358       1.9318516526         0.5176380902         1.23e-32            
4359       1.9318516526         0.5176380902         1.23e-32            
4360       1.9318516526         0.5176380902         1.23e-32            
4361       1.9318516526         0.5176380902         1.23e-32            
4362       1.9318516526         0.5176380902         1.23e-32            
4363       1.9318516526         0.5176380902         1.23e-32            
4364       1.9318516526         0.5176380902         1.23e-32            
4365       1.9318516526         0.5176380902         1.23e-32            
4366       1.9318516526         0.5176380902         1.23e-32            
4367       1.9318516526         0.5176380902         1.23e-32            
4368       1.9318516526         0.5176380902         1.23e-32            
4369       1.9318516526         0.5176380902         1.23e-32            
4370       1.9318516526         0.5176380902         1.23e-32            
4371       1.9318516526         0.5176380902         1.23e-32            
4372       1.9318516526         0.5176380902         1.23e-32            
4373       1.9318516526         0.5176380902         1.23e-32            
4374       1.9318516526         0.5176380902         1.23e-32            
4375       1.9318516526         0.5176380902         1.23e-32            
